83,3,1,2,0,1,Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? " yeah she's a hoe"
84,3,0,3,0,1,Ok sis. " She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her"
87,3,0,3,0,1,faggot read my tweets after dat k"" it wasn't even funny lol"
88,3,0,3,0,1,This bitch was so ungrateful  fr ..... LULWHORE"
89,3,0,3,0,1,I been kidnapped yo bitch
91,3,1,2,0,1,@AydanMcCoy happy birthday nigs"" Thanks yo"
92,6,1,5,0,1,when ur teacher tells u that u have homework " this bitch need to go!!!"
93,3,1,2,0,1,@CaelanG15 that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul.. "
94,3,0,3,0,1,What would y'all lil ugly bald headed bitches do if they stop making make-up weave?
95,3,1,2,0,1,Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig"
96,3,0,3,0,1,Going back to school sucks more dick than the hoes who attend it.
97,3,0,3,0,1,On my way to fuck yo bitch " me as a 9 year old"
98,3,0,3,0,1,@white_thunduh how come you never bring me food " i dont have a car retard"
99,3,0,3,0,1,If Richnow doesn't show up with hella tinder hoes Im not his friend anymore " chill I brought like like 8 prople"
100,3,1,2,0,1,How bout them Cowboys!!!! " Shutup pussy"
101,3,0,3,0,1,LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care " &lt;bitch want likes for some depressing shit..foh"
102,3,0,3,0,1,@lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs "bitch plz"
103,3,0,3,0,1,Let me make a couple tweets off cuzzo page so I won't get in twitter jail. "lmao bitch don't trick me again"
104,3,0,2,1,1,Harlem shake is just an excuse to go full retard for 30 seconds.
105,3,0,3,0,1,amen miley "okay but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh"
106,3,0,3,0,1,having one loyal female is wayyyyy better than having hoes idc
107,3,0,3,0,1,Pussy licking pussy.... meow meow #StopWhitePeople2014
108,3,0,3,0,1,Check out our 12th man. #CowboysNation " even with all those faggot ny fans in the stands"
109,3,0,3,0,1,What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch"
110,3,0,3,0,1,@white_thunduh im the bitch okay nudes pat " wow"
112,3,0,3,0,1,The fuck be wrong with these bitches? " Nobody knows"
113,3,0,3,0,1,Yall shut up:p"" make me bitch"
114,3,1,2,0,1,I hate a ""I'm pregnant"" type of bitch.
115,3,0,3,0,1,Got bitches in the DM but I don't ever read'em " which is y your top 3"
116,3,0,0,3,2,Baseball season for the win. #Yankees " This is where the love started"
117,3,0,3,0,1,Little stupid as bitch I don't fuck with yoooooouuuu..
118,3,0,3,0,1,she really asked me that dead ass serious tho all i could say was "bitch wheet" " LOL"
119,3,0,0,3,2,I'm an early bird and I'm a night owl so I'm wise and have worms.
120,3,0,1,2,2,Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day."
285,3,1,2,0,1,Bruno fag boy"" you love me."
286,3,0,3,0,1,I must be a bitch&#8221; you are sike naw"" This why we always beefing"
287,3,0,0,3,2,Down 6-1 #Yankees look to rally in the bottom of the 9th."" #RALLYCAP"
